,order_id,restaurant_name,order_date,order_value,discount_used,payment_method
46,e21267c1-7af3-4cea-9b8a-2ad3d7e62d12,santos,2025-10-17,943.88,no,upi
47,5a2209b7-b26a-423a-ae7e-b6bb66bdfa22,rs shiv sagar,2025-09-15,485.47,yes,card
48,76b293d4-6ee5-45f7-874f-03a7a3f68135,masala oota,2025-07-28,483.5,no,cash
49,50a063de-b9ec-461a-bb4e-a9440cb95eb9,chef in,2026-02-14,1482.38,yes,cash
50,a2fa39d6-5a3f-46ce-85b6-c0a3d476fb3a,indori chatorey,2025-09-11,417.09,yes,card
51,5f3df22a-2368-4cd3-966d-604a71bfaef9,fabelle chocolate boutique  itc gardenia,2026-02-01,782.23,no,cash
52,9eb0df13-1665-4200-87c2-6c614773a106,sorse,2025-08-11,1824.55,yes,cash
53,c82ec9e5-7ed7-4977-8775-15d92dca9ecb,gods own cafe,2025-07-31,691.63,no,card
54,789ea538-1a32-4814-8075-67f952ab8201,the only place,2025-07-09,302.73,no,card
55,456fa9c1-9af8-4f5c-a9cd-b521a6d07fdf,estia  aloft hotel,2025-08-29,1422.59,yes,cash
56,3ec33fd1-7e9b-408f-ac48-e612ab239897,chinmayees,2025-05-07,1094.14,yes,upi
57,e5157fac-3ac5-4ab5-b058-30dfc4a723df,soul cafe,2025-06-10,646.15,no,card
58,6b579cdb-8d02-4a3c-87e6-f5d5e839a3a2,chullah bhatti,2025-12-30,1886.39,yes,cash
59,ea307a2d-f5d2-4218-b308-76e10dd91dff,maa bhook lagi,2025-06-22,585.5,yes,card
60,bd983824-b829-40d9-a3c8-735fb1ce64e0,mayura ,2025-08-09,1347.86,no,upi
61,bf0482a2-1f73-4e7f-881c-eee657a6a7e6,once upon a rooftop,2025-09-01,1094.54,no,upi
62,500b263a-a38b-4d98-bf77-ea1f671c5a1a,grapevine,2025-05-17,1204.9,no,card
63,3486ed3a-8ea6-42c3-afb5-084d624ddb53,viceroys sarathi,2025-07-08,1047.63,yes,cash
64,748fa561-2812-4356-b296-dec8044a0454,one atria cafe,2025-10-08,439.9,yes,card
65,52771e89-c7c7-4abf-b57e-87d70f4ce2ab,rara avis,2025-06-30,355.89,yes,cash
66,efca6270-7c15-49aa-a460-d8213e51fa74,mr beans  home cafe,2026-01-19,308.99,no,upi
67,2158ef06-fd0c-429f-8016-c40d8f3bcad4,chatori tongue,2026-01-06,1775.37,yes,upi
68,170a8d02-f82f-4adb-b63b-4c5d1e292d60,chocolat boulangerie patisserie,2026-01-16,1875.86,yes,cash
69,b8c10777-6762-4bbf-9800-76388b32711e,absolute chinese,2026-01-10,1586.76,yes,card
70,06047311-b099-452b-90f7-09fd55d4550a,srinidhi sagar deluxe,2025-12-19,1969.64,yes,upi
71,25fda8c9-3270-492c-9f95-4683084fe612,asha tiffins,2025-11-18,1218.92,yes,cash
72,fd3ed682-326c-445d-b6cf-340c7e441616,caf secret alley,2025-11-23,1270.22,no,upi
73,1d4c5d01-c307-4f7a-adba-93964ff8e6f6,nutree,2025-12-07,1266.35,no,cash
74,3dede32a-5726-4c75-a5ed-1dc6799b84f3,the daily,2025-05-06,1370.27,yes,upi
75,ce539172-4877-40a6-842a-c658d42caac3,retreat restaurant,2025-11-10,585.68,yes,upi
76,b037ec42-9083-4fa4-82da-bf76df9dba32,the kim chi chef,2025-11-27,1521.88,yes,upi
77,93bc3383-f560-4252-ab23-d6f2c662bbd5,shakes theory,2026-01-23,558.63,no,cash
78,69a633b1-bc58-4dee-84b4-12f19bd1c518,muthashys,2025-09-16,914.5,yes,upi
79,a6cd3386-a981-49dd-88b1-7869d00724e0,bawarchi inn,2026-01-25,563.17,yes,cash
80,ec93d12e-7be2-48d0-8542-d53c24a23915,chord road restobar,2025-08-20,346.77,no,card
81,68fa82af-91ed-4e54-881a-fd1628bc84df,timepass dinner,2025-12-18,1297.54,yes,upi
82,b9fc599f-132e-4a88-bd7b-e39dbdd13705,gramin,2025-07-29,556.15,yes,cash
83,a0e165c6-2369-401d-a042-179bba04a167,vitamin palace,2026-02-20,1049.48,yes,cash
84,6b278ea8-7089-4698-a1a3-b546886fa428,sky lounge bar  svenska design hotel,2025-05-06,395.98,yes,cash
85,2f9f8215-4500-4b91-a8f7-0c659d223a29,aaha,2025-06-15,790.94,no,upi
86,53f15abb-9050-4439-b686-b203f5722c03,dilli galli,2026-02-04,644.44,yes,cash
87,76078987-cfcb-469c-b6cd-91b339534f02,ibar  the park bangalore,2025-12-07,1003.58,no,card
88,c7def6e0-d54d-4925-9d7e-593ec42f24be,vasudev adigas,2025-09-15,667.78,yes,card
89,c93b175e-c342-41c7-b56c-4cd56244cb89,ulavacharu,2025-12-27,565.94,yes,cash
90,54f2ef02-890a-4413-b002-e1bbcec65cf1,banana beach bar,2025-08-22,1133.35,yes,cash
91,7aa80c6f-22ce-4ebe-8771-def243d080b5,c k mega hot food,2025-11-19,1293.21,yes,upi
92,7b3949bc-3dd5-41c9-b8fc-bf6b013d172e,fuel resto bar,2025-10-10,168.13,no,upi
93,9c1377e4-f326-44d4-b016-9d711da5b2f2,seven ate nine,2025-07-13,645.28,no,card
94,223ba89a-551b-49e4-a40a-2e529e51f0b6,hotel new panchavati,2025-05-24,567.36,no,cash
95,f9c349c1-2aec-452a-b88f-13a8d0a4ced3,eden huts restaurant,2025-06-10,601.47,no,card
96,b7df2267-2778-4eff-82c0-425c009da1e3,tasting room  bengaluru oota company,2025-05-28,917.21,no,upi
97,66e4a273-0c96-4d57-a874-57f22256082b,nh,2025-08-07,384.32,yes,upi
98,c41df799-ac65-4b8c-8939-a7089ccc027c,yummy tummy,2025-05-23,1288.07,yes,card
99,144bc453-862a-46d0-8c69-2d1bdd138595,the hole in the wall cafe,2025-07-06,1056.58,no,card
100,8605b392-a572-4d20-aeae-a7d2d968a905,om nom thai,2026-01-22,918.53,yes,cash
101,5c401f63-1303-48fb-a1db-795552e47b21,riwaz  the ritzcarlton,2025-08-14,1061.53,yes,cash
102,19a7e7ef-ca52-4a03-a765-1fd65861320b,andhra bhojanam,2025-12-24,1501.66,yes,card
103,0a601cfa-9842-4b39-8070-5af797afd0f3,katarias home food,2025-11-08,1704.86,yes,card
104,1c9720bc-f77d-48e5-888d-9b39ee2296c4,tiffin room  miraya hotel  residences,2025-12-16,1260.67,no,upi
105,fe9d772d-45ed-4e08-af3c-182da0bba2b3,south spicy bites,2025-08-18,1616.09,yes,upi
106,5529fdd4-9d2e-4f7c-95db-c4df20e06b1e,the culinarium,2025-07-19,1590.0,yes,card
107,ec26c920-faf7-430e-b1a4-bf1f3a2f1c01,the diner,2025-12-03,592.03,no,cash
108,28081572-df37-4c0e-a132-73fee4c9acea,kaifu,2025-06-10,983.05,no,card
109,43cf9182-d120-4972-9e2e-d749269d29c9,the hunger room,2026-01-01,1952.17,yes,card
110,75b9dda6-8598-47c3-be04-d00e2e5846d6,eatsomnia,2025-11-04,441.67,yes,upi
111,400c276e-ef62-4a27-b0a3-70f8ad43c901,bfc family restaurant,2025-12-07,1476.79,yes,upi
112,2310e564-6d09-455c-b2d3-46ec0623d690,sunny side bistro,2025-12-18,1329.27,no,card
113,d64d323d-cad9-4ed5-925e-e77600b4ecd8,toit,2026-01-31,1721.12,yes,upi
114,12985cde-8f0f-4235-984c-e317166779f1,ember the calabash,2025-08-18,1728.64,yes,upi
115,7437ce32-82f8-4517-9389-dfa901ef7965,the paratha company,2026-01-05,665.86,no,card
116,4acbd3b4-d8be-4855-ba33-0b0c7df437a7,cafe  elanza,2025-12-22,320.77,no,card
117,a48f486e-b182-4492-a654-2568447240d9,the rasaganga,2025-07-03,1179.08,yes,card
118,0685f225-6523-4b0f-9caa-a77f3db1e0e9,raaga,2025-11-13,1196.67,no,cash
119,221e78cd-e39d-4d57-97a1-37ebc89bcf83,sintales,2025-10-02,1012.82,no,card
120,befc379b-e437-49aa-8ec7-e24337e853d9,idli  dosa cafe,2025-06-20,711.08,yes,card
121,c829b7bc-78e8-43dc-bba0-fb3aedc4a54a,ugadi,2025-08-22,1865.51,yes,card
122,9313d626-421b-4c4a-9988-a49f428b6e06,pin me down,2026-02-09,1419.1,no,cash
123,95e4f8ec-33af-4aea-a24f-3eecb60ee27c,funjabi,2026-01-20,327.84,no,card
124,8c387f28-c8e1-4402-b14b-8bdba1de715a,shreedevi,2025-10-26,1779.79,yes,upi
125,17c1232b-61c4-4816-8fa9-d917c3e2d624,royal bengal corner,2025-08-06,1465.67,no,cash
126,ebc709e7-9c01-4de4-9d99-82fed2192482,aligarh house,2025-05-23,1460.36,no,cash
127,0c4d778d-16db-4d40-989d-4f2bba850727,dhaba shaba,2025-09-30,383.83,no,upi
128,112e561f-9269-4151-9284-ecb9664f7f71,chikkanna tiffin room,2025-11-04,1467.31,yes,cash
129,3dc8f3fa-b064-4a41-a3de-112fdeade7a8,fresh n grills,2026-01-15,815.34,yes,upi
130,e3e7c86a-b9d1-4f4e-aa48-1c7ae6f3d042,bhookha sher,2025-10-07,1017.92,no,card
131,8478c736-0364-4d4d-8345-644027531d13,treat,2025-11-25,893.22,no,cash
132,8ebbea9c-ecaf-4168-a526-ca890780bbee,ashirvaad grand,2025-08-30,921.26,no,upi
133,0b7bc4bf-290a-4abe-9412-7d023b982c0b,masala central,2025-11-15,935.27,yes,upi
134,1d4c604d-2b3b-4c4c-82ca-e5f61f95aac2,the red lantern,2025-08-23,1173.1,yes,cash
135,f4ea100c-de7e-4d2e-94e4-d9b83b28c5da,athithi,2025-08-18,373.95,no,card
136,de32d65a-334f-4f8c-aa04-da2245119c9a,tbc sky lounge,2026-01-22,1286.65,no,upi
137,c8f046a5-24d8-4e9e-b9cd-8493aafe227b,arya hungry,2025-09-19,1281.27,no,cash
138,5f42ffbb-1322-4155-9358-df1261b08c27,royal afghan  itc windsor,2025-05-05,748.68,yes,upi
139,3175468c-f095-4e1d-a324-6afb4e0d5271,sky lounge bar  svenska design hotel,2025-06-15,1152.21,no,card
140,beaa372b-0472-4566-b7d0-2491a0a75cf1,shahi hyderabadi dum biryani,2025-04-29,447.01,no,card
141,d00a93ba-675b-420e-b8bb-ce3b41701eb2,th cross coffee mane,2025-09-27,342.66,no,upi
142,6f8b97ea-b282-465a-8c43-d466f3a4acb6,gams delicacy,2025-08-29,770.93,yes,cash
143,e83a912c-e362-4f1a-9047-20059227364c, bar  kitchen,2025-11-05,644.01,no,cash
144,ede3469f-155a-4669-9d7d-25de5e2e8d2a,burrito boys,2025-11-24,1753.34,yes,upi
145,7269c493-05a2-4225-b942-8cac2bfff92a,grubbery,2026-02-06,1446.29,yes,upi
146,a0171bdc-8551-4def-8ed6-e7bfd4cf5267,brahmins thatte idli,2025-07-28,574.72,yes,upi
147,d9a8eb09-d595-4439-8d01-e87f3fc621e7,canopy flavours,2025-11-05,645.23,yes,cash
148,dbd3b7f2-e0c0-4ee6-83a0-f578147d8a1e,countryside  the taste of chettinad,2025-08-16,871.97,no,cash
149,36c1cb24-5982-4bf4-b0d8-3c0ba3b01927,sufra restaurant,2026-02-09,533.54,yes,card
150,1850f09b-f323-4f6d-986f-e7d14fc496f8,bang  the ritzcarlton,2026-01-21,1403.49,no,card
151,9305b566-abc6-43a2-a228-611714266cde,tim tai,2025-06-29,1857.89,yes,card
152,73b02b80-0d07-441a-b131-2f3cb8e0b078,ashirvaad grand,2025-05-22,1962.25,yes,upi
153,6ef30245-0e9c-410f-9faa-f59bf3d82c6e,chaat trail by moti mahal,2025-11-12,554.95,no,cash
154,6466711f-d690-4608-84a4-9a796e9843d1,new tandoori point,2025-11-25,1223.31,yes,card
155,00fd46e4-a037-4290-a34a-bff64c9deed3,malhar maharashtrian cuisine,2025-09-14,960.62,yes,cash
156,534a5b0d-4ce4-49f0-ac2e-03a13574dad7,ny pizza  waffles,2025-09-21,1756.41,yes,card
157,2664dd68-610d-4e32-a8ba-780d4a3af798,the pizza bakery,2025-06-01,1384.61,yes,card
158,b5ebd64a-14a4-4691-8ff2-ce85f88d6484,ramanas,2025-06-22,1934.85,yes,cash
159,4e1f6d71-3b64-41c0-801e-e04d4c1a88e6,one for the road,2025-09-11,463.39,no,cash
160,c81f6a64-2e82-4692-bca6-e9ef7385fdb6,vihar family restaurant,2025-08-31,879.64,yes,upi
161,da3d42cb-8519-4c2e-a6a4-67e7397ee0d2,new leaf restaurant,2026-02-18,549.54,no,upi
162,2e375d6f-e1b2-4003-a98c-f5a14e987a68,bologna,2026-01-12,1173.73,no,cash
163,74f41686-03b7-4b7b-89c4-b36b834265a2,as on fire,2025-07-30,1205.58,no,cash
164,2ca6a985-ac98-4df6-b9c7-87a54aaf5638,somilan steak house,2025-10-24,1438.6,no,upi
165,4268312f-e138-4ffb-98e8-d545b0f4f3ee,cloudnyn  sterling mac hotel,2025-09-08,590.9,no,cash
166,23fe5d4d-0d54-4ff6-aeb4-4eb30819076f,shivaji military hotel,2025-11-23,757.13,no,card
167,f19b63bf-4512-4fe1-96fb-c4e4f13554be,hotel emirates,2025-12-09,1368.89,no,card
168,324251b2-74d3-4cf4-8758-0398c72e5668,throwback  pub  dine,2026-02-07,894.45,no,card
169,00679f57-1690-4d61-86fe-0d6d7dfabb40,the twisted desi,2025-07-11,838.29,yes,card
170,95c79ea2-597a-4cd6-9b5e-1da7b9d54001,parika multicuisine  coastal fine dine,2026-01-12,1105.53,no,card
171,5b13e8da-74ef-4daa-b393-dfc6ed108166,bonsouth,2025-12-08,1727.81,yes,cash
172,9350448f-a5a7-4e0b-b770-1e0691835953,albadia restaurant,2025-09-28,539.58,yes,upi
173,df618e5e-b488-4f74-9b1f-90f8a6f7d955, brigade  iris hotel,2025-12-05,1080.38,no,cash
174,fa82bc7d-be83-4878-8113-53ab49dc3b10, feet high,2025-08-15,1157.54,yes,cash
175,6f4732be-b1e9-46b5-baa0-7c301e3d58cd,skydeck by sherlocks,2025-10-24,826.93,no,upi
176,cca98fc0-ab86-4f6d-901b-b04d7cb00efd,bearful,2025-10-02,222.27,no,upi
177,22592d4a-1fa6-4ae5-a140-6370a73eaa28,prashant naati corner,2025-06-11,597.12,no,card
178,76072a51-f8b5-4663-b613-f8459b44c3cd,vsv chettinad,2025-09-11,761.02,yes,upi
179,ede462eb-447d-4de1-92a2-60277b9a0a8e,bling  the zuri,2025-10-10,1401.16,yes,card
180,42875c6d-ae7f-47ce-b5ab-f369fd1cbde9,mango tree the beer garden,2025-09-08,315.48,no,card
181,6d56c72a-eed2-4e21-86ca-2ab0d3c96216,gorilla barfare,2025-09-05,231.28,no,card
182,2ddc7dfc-a98b-426a-a174-61a3412ae426,biriyani nights,2026-02-13,1287.63,yes,upi
183,c89a1628-13b8-4590-a976-26fcc0dcd3e3,strawbees,2025-11-28,1241.52,yes,card
184,31933dce-ea9c-4da8-bc1a-cb9ac595077e,longlive pizza,2025-05-04,1041.22,no,cash
185,9b009ef8-6e7c-4502-99b8-f2f156bdfeae,b bhagat tarachand,2025-11-20,771.61,yes,cash
186,50628817-f728-4013-89c5-c22adcc45df3,soul indian specialty  svenska design hotel,2025-08-06,736.14,no,card
187,77e08a96-2f5e-4f83-b43e-9d00192d152c,alpha  house of biryani  tandoor,2025-06-27,385.79,no,card
188,5056e424-f9c6-4ffe-83bc-1064ae696755,pooja dosa camp,2025-12-31,995.81,yes,upi
189,fd207a70-712e-445b-a428-bb104744004b,citrus cafe  lemon tree premier,2026-02-03,1151.91,no,card
190,a9064ac4-4d71-4864-a10f-5bb8f19ecc87,aalishan restaurant  caterer,2025-07-20,927.64,no,card
191,a5933dfd-c4b2-4eca-9808-62f202d026e3,ice cream works,2025-10-10,1447.36,no,upi
192,72fcc727-a7ff-4233-82af-b5784d51716a,sri sai rams,2026-02-19,1271.04,yes,cash
193,6d3c9e42-b311-415a-b2fc-4786c275de5d,calicut restaurant,2025-10-21,1356.76,yes,cash
194,0547daa4-b99b-4a65-afb7-8c19c275c580,kudla  coraltree,2025-05-24,699.94,no,card
195,b17b10ab-3b12-4519-b61e-0c513722bdc2,the biere club,2026-01-04,778.29,no,cash
196,9fdc243a-1318-47db-88ee-5e048b703450,banjara melting pot,2025-06-18,599.99,no,card
197,da054677-4d10-43d7-9c94-06788238b3e6,sri devi sagar,2025-12-28,662.23,no,card
198,84eb9968-6458-4842-853d-b458669a0d0c,amrith ice cream,2025-11-18,1065.56,yes,cash
199,ac0c4415-5aac-4829-9f7b-288357d1a1f6,sweet chariot cafe,2025-06-10,320.79,yes,card
200,879c67cd-ec56-4a8a-bf74-f16de7ecf9cc,dhaba shaba,2026-02-09,1469.49,yes,cash
201,d7408fcb-bbce-40ac-845d-9e009ed44001,puliyogare point,2026-01-18,1747.46,yes,cash
202,9766e962-fd6b-47dd-8ac7-52d81bebf57d,one atria cafe,2025-11-13,1031.62,yes,card
203,e5fe0347-ca9e-4ba5-b644-2207b5b3cfeb,wok paper scissors,2025-11-15,1180.3,yes,upi
204,d8980875-999c-44a6-b04a-98297085bdad,the square table,2025-11-01,1106.95,no,upi
205,5bc5b59a-b15d-40d8-a8d3-6bd30aa8dbe6,s games cafe,2025-08-23,511.12,no,card
206,06a1b7c3-811d-4238-878f-e6bc7b68fdf7,phew play hard eat wild,2026-02-19,1949.46,yes,cash
207,600073ba-dbcb-4bb5-a0e7-c49fc6172d14,tandoor and spice,2025-07-21,986.42,yes,cash
208,9e775309-00c2-47d8-bbbf-3fe9158d2e00,m cafe  bengaluru marriott hotel whitefield,2025-08-23,986.95,no,card
209,58e70c06-4c2d-4cd5-ad6f-7dc0954c98aa,delhis essence,2025-11-12,873.26,no,card
210,d8e862d0-47e1-4f8c-9b27-5e43c566671c,clove rooftop,2025-10-14,342.47,no,card
211,31abf059-ca9e-4370-8a29-4e4e716c8f43,moto store  caf,2025-05-01,1321.33,no,card
212,ccccfd37-572a-40eb-b33a-616c8c4463c4,sagar chats,2026-02-04,1385.91,yes,card
213,56a9c3f8-85a3-4c35-9639-3424a38b7c2b,biere societee,2026-02-19,474.89,yes,upi
214,69b84a76-7769-4916-9f9e-24510a95b92d,khatta meetha teekha,2025-08-15,886.25,yes,cash
215,5d33cb23-daef-4128-a65c-2df3aa0bc3cb,rolls on wheels,2025-07-05,1458.92,yes,card
216,2caf3282-cd90-4c6f-8681-98bda114bf63,v b bakery,2025-05-31,1252.97,no,upi
217,06469355-c3db-4956-86ea-b1367944aeff,mooch marod,2025-12-13,1558.42,yes,card
218,84ad05e1-313b-4c84-9601-4aca87a368dc,bangalore cafe,2025-09-12,885.37,no,card
219,6c295fbc-f299-4ed8-8c68-0a0aad174e64,udupi vaibhav,2025-07-04,886.36,no,cash
220,ec7b00bf-0167-405a-812c-37b812566ab3,lapizza,2025-12-31,1943.39,yes,card
221,31da9ef4-2a23-4219-bb8b-9b65b0b8b40f,the grub central,2025-08-08,372.39,no,upi
222,da065646-e5c6-4d46-82f2-12ffba46e4b5,seafood place,2025-12-27,634.43,no,upi
223,8f3e0594-f82b-4359-bdcd-e2918e76ba54,aqni,2025-05-11,935.75,yes,cash
224,67715669-d675-4d7b-adbd-fe404d743920,kapoors biriyani,2025-09-24,495.78,no,card
225,474ad277-051c-45b2-a84f-365e7eafb559,red onion,2026-02-14,1424.7,no,upi
226,e3824780-8792-497f-8217-1f38f6a34020,paradox restocafe,2025-12-20,937.35,yes,upi
227,fd53a202-c1a3-4f55-b472-91339024cff9,tempteys,2025-08-21,1032.77,no,upi
228,f3a5d27c-b97e-4206-bafb-96ea45f62551,brewklyn microbrewery,2025-10-16,737.52,yes,cash
229,588a4f50-9ee5-4ec3-9a68-f98ee4ac624e,bologna,2025-06-10,596.52,yes,cash
230,8d790755-4711-4a4d-ad29-d98dbc1e452c,ramji chaiwale,2025-07-06,1250.27,yes,card
231,f2fa2396-974b-4aee-a446-050778b86f2e,millers ,2025-11-12,1126.96,no,cash
232,aaa80b09-fe1e-4c52-9d77-e783178210ee,hotel crossroads,2025-09-26,201.96,no,cash
233,b8b56324-bb8b-43d7-b25e-3a11b46a9131,fragrant kitchen,2025-06-17,239.36,no,cash
234,aaebe6c2-5b6f-4581-a3b4-401efb7b330a,just khao suey,2025-05-08,1178.17,no,cash
235,4f51c635-2cff-467f-99a5-e1036929c799,biryani pot,2025-07-26,1140.94,no,card
236,096ca4e6-fe8b-433c-ad3c-7e3a1acc4cae,five star chicken,2026-02-13,1645.41,yes,upi
237,6723dfbd-d50c-4f27-b02e-952d868cfe86,foodbell,2025-09-08,1338.86,yes,cash
238,6b813650-fc1b-44dd-9dac-e788589fe598,night spoon,2025-05-07,482.12,yes,cash
239,116a65be-5304-4c4d-869a-869366d195a1,the red lantern,2025-07-15,414.16,no,cash
240,ba66efb2-6de3-4a63-b632-ac372f520f10,wataburger,2025-09-07,1767.16,yes,upi
241,837475c2-73fa-4be4-9cbb-3bcf56b844f8,sarvam,2025-04-29,996.88,no,card
242,417154f6-16f8-4623-ac65-d7b4e305ebc6,friends own,2025-10-18,1373.77,yes,cash
243,8b4848d1-d489-430f-9926-872596e8165d,chinese street,2025-09-19,181.77,no,card
244,ebb3cd1f-0e95-4695-8c24-b7a25824f4fc,flavour a azam,2025-09-06,520.27,yes,card
245,d12f218f-107d-464f-9f95-0316331272f1,cafe vivacity,2026-02-01,1058.31,yes,cash
246,9c3e1572-6fe4-4e50-9c46-8bea522af6b4,mishras pedha big foods,2025-12-18,1463.14,no,card
247,49791bfd-cb44-428b-855d-4cddbe217ee4,pecos classic,2025-11-06,808.39,no,upi
248,db6e38fe-bf6b-4763-b81b-12c3fe57d8d9,firewood biryani,2025-11-02,1012.73,no,cash
249,6b4f0672-8873-4033-8e80-00931e40f491,bathinda junction,2026-01-13,794.9,no,cash
250,2c6ee5d5-9007-45f2-b780-9f1a8d41c60b,machali port,2025-09-09,1170.64,yes,card
251,bdd0d2b2-b168-46de-93aa-a02f9048c323,aroma of asia,2026-01-14,1797.03,yes,cash
252,024eaa32-a90a-4af2-983d-a2c34afa2618,anjappar,2026-01-30,1494.81,no,card
253,b78d29b1-7375-448a-802e-3de053801410,the spice bazaar,2026-02-11,1378.78,no,cash
254,f692c4b5-cde1-4280-bb1b-603eeb12f52b,udupi bhavan,2025-06-23,1102.74,no,card
255,44eca282-aa9c-4151-8a9a-9593445fd01d,the asian curry house,2025-09-23,1991.17,yes,card
256,6bed00ea-8401-4286-99f4-2caa96abc989,smokey tribe restaurant,2025-11-03,572.75,no,cash
257,f1e28944-31b3-419e-a9f0-9e13e819a43e,chicken man,2025-12-20,609.23,no,upi
258,04e84980-5f41-4445-ab52-70f73e013164,fnc seafood,2026-02-22,882.05,yes,upi
259,231285be-cf0d-445b-b349-567cdba693dd,bearful,2025-08-19,1254.63,yes,upi
260,f56e24c6-88bf-4fa5-8b57-120c7381812c,paratha junction,2025-06-10,1116.93,no,card
